id|financing|financ_amount|discounts
46076|||YES
46077|||YES
46079|||YES
46083|YES|8.579549234853845|
46088|||YES
46089|||YES
46090|||YES
46091|YES|10.107119117188017|
46095|YES|36.47077416850505|
46096|||YES
46099|||YES
46107|YES|35.78662174692273|YES
46108|YES|39.26812640608268|
46111|||YES
46112|||YES
46116|||YES
46117|YES|28.00932524203073|YES
46123|YES|21.151326822971807|YES
46127|||YES
46134|||YES
46138|||YES
46142|||YES
46151|YES|33.63189415650793|
46161|||YES
46162|||YES
46165|||YES
46166|YES|23.159498569267626|
46171|||YES
46183|||YES
46188|||YES
46191|||YES
46199|||YES
46205|YES|18.874762245900353|
46214|||YES
46218|||YES
46219|||YES
46220|||YES
46226|YES|27.72059811467616|
46231|YES|38.7757845234868|
46242|YES|14.894960861491713|
46244|||YES
46246|||YES
46254|YES|15.535722807487216|
46269|||YES
46271|||YES
46272|||YES
46278|||YES
46280|||YES
46283|||YES
46285|YES|26.75382640215986|
46286|||YES
46289|||YES
46300|YES|30.746435725952324|
46301|||YES
46302|YES|25.563888015362554|
46304|||YES
46305|YES|34.06364405103715|
46310|||YES
46312|||YES
46316|||YES
46319|YES|12.332276735139162|YES
46322|||YES
46328|YES|33.78537469306315|
46341|YES|18.593429718414928|
46354|YES|37.19583052327282|
46359|YES|14.373932028678238|
46360|YES|37.2779754881962|
46363|YES|38.714593630758536|
46364|||YES
46366|||YES
46367|||YES
46370|||YES
46372|||YES
46375|||YES
46379|||YES
46388|||YES
46390|||YES
46396|YES|26.61725380596557|
46397|YES|9.895676631979647|
46398|YES|29.50242118646873|YES
46399|||YES
46401|YES|38.821901926728145|
46417|||YES
46419|YES|23.44299736611487|
46420|||YES
46425|||YES
46432|||YES
46441|||YES
46443|||YES
46448|||YES
46454|||YES
46463|||YES
46465|||YES
46470|||YES
46471|||YES
46476|YES|8.231645247421303|YES
46482|||YES
46484|||YES
46485|YES|39.47703083081096|
46487|||YES
46491|||YES
46493|||YES
46494|||YES
46509|||YES
46516|||YES
46517|||YES
46518|||YES
46520|YES|32.289089873022064|
46525|YES|30.612615678004165|
46531|YES|34.22621554530741|
46532|YES|17.064468595156754|
46544|||YES
46550|YES|18.255646270056356|YES
46552|||YES
46559|||YES
46570|||YES
46573|||YES
46578|||YES
46579|YES|5.9513453031146|
46581|||YES
46591|||YES
46595|||YES
46602|||YES
46604|YES|23.065244241552573|
46608|YES|33.77228840000903|
46619|||YES
46622|||YES
46623|YES|22.160071070485746|
46634|YES|39.38094912181215|
46635|||YES
46636|||YES
46651|YES|30.998089922049488|
46655|||YES
46656|||YES
46658|||YES
46660|||YES
46667|||YES
46677|||YES
46686|YES|16.42173253001501|
46689|||YES
46690|||YES
46691|||YES
46693|||YES
46703|||YES
46706|||YES
46708|YES|5.622992346010755|
46715|||YES
46721|||YES
46725|||YES
46739|YES|26.45799584554481|
46744|||YES
46749|YES|10.114360612223953|
46752|||YES
46753|||YES
46755|||YES
46770|||YES
46785|||YES
46789|||YES
46791|YES|26.59456328739425|
46804|YES|16.425321770907637|
46812|||YES
46813|||YES
46816|||YES
46819|||YES
46833|||YES
46836|||YES
46838|||YES
46840|||YES
46843|YES|32.410300554310524|
46844|||YES
46845|YES|39.02333873947024|
46846|||YES
46848|YES|36.8488783443815|YES
46860|||YES
46861|||YES
46864|||YES
46866|YES|38.126601101315494|
46869|||YES
46872|||YES
46874|||YES
46878|||YES
46879|||YES
46880|||YES
46882|||YES
46889|||YES
46891|YES|20.092577783065533|YES
46893|||YES
46894|||YES
46897|||YES
46898|||YES
46901|YES|18.04181371506766|
46907|||YES
46908|||YES
46910|YES|6.944975905020566|YES
46911|||YES
46914|YES|38.83842176759885|
46916|||YES
46920|||YES
46923|YES|24.168467111640396|
46929|YES|33.458104476131766|YES
46933|||YES
46936|||YES
46937|||YES
46940|||YES
46941|YES|15.670134882985716|
46943|||YES
46947|||YES
46948|||YES
46951|||YES
46954|||YES
46960|||YES
46962|YES|11.8811914374866|
46963|YES|32.41095692735064|
46966|YES|37.61333558417663|
46967|||YES
46970|||YES
46977|||YES
46979|YES|8.403063994448864|YES
46981|||YES
46984|||YES
46989|||YES
46998|||YES
47005|YES|6.543865623072692|
47010|||YES
47011|||YES
47014|||YES
47016|||YES
47017|YES|25.86203614177625|
47027|||YES
47028|YES|18.504688719361187|
47030|||YES
47034|||YES
47039|||YES
47043|YES|33.66860201833362|
47046|||YES
47051|||YES
47070|||YES
47071|||YES
47072|||YES
47076|||YES
47079|||YES
47082|||YES
47090|||YES
47094|||YES
47095|YES|25.18320678114986|
47099|||YES
47103|||YES
47111|||YES
47112|YES|33.668191111118546|
47114|||YES
47115|YES|12.617187794591178|
47124|||YES
47125|||YES
47126|||YES
47128|||YES
47133|YES|39.77008893520776|
47135|||YES
47148|YES|6.414627125539202|YES
47149|||YES
47151|YES|24.43895448855557|
47154|||YES
47155|||YES
47160|||YES
47161|||YES
47168|YES|20.967192031325354|
47185|||YES
47188|||YES
47189|||YES
47193|||YES
47196|||YES
47198|||YES
47199|||YES
47200|||YES
47208|YES|6.510496748974707|
47213|||YES
47215|||YES
47217|YES|19.5566050416007|YES
47220|YES|5.590748998403812|
47222|YES|37.09288452437775|YES
47224|YES|14.638082537406126|YES
47231|||YES
47239|YES|16.292638298625786|
47241|||YES
47246|||YES
47253|||YES
47258|||YES
47263|YES|33.7195399076391|
47274|||YES
47283|||YES
47284|||YES
47286|||YES
47289|||YES
47294|||YES
47296|||YES
47298|YES|20.74360968924936|YES
47300|||YES
47301|||YES
47303|YES|39.30013101908278|
47305|||YES
47307|||YES
47309|||YES
47310|YES|30.128256063577403|YES
47317|||YES
47324|YES|38.45595751412987|
47325|YES|20.493324918607847|
47326|||YES
47332|||YES
47333|||YES
47334|||YES
47335|||YES
47336|||YES
47339|||YES
47344|||YES
47345|YES|24.543948152450234|YES
47349|YES|36.98025734031595|
47350|||YES
47359|||YES
47362|||YES
47365|YES|11.198027990055197|
47366|||YES
47368|||YES
47369|||YES
47374|YES|25.490098753826903|YES
47380|YES|36.27273299191592|YES
47385|||YES
47395|YES|11.14917222158256|
47406|||YES
47410|||YES
47412|||YES
47417|||YES
47418|YES|25.660629820013533|YES
47421|YES|17.65965544185123|
47429|||YES
47431|||YES
47432|||YES
47433|||YES
47439|||YES
47442|YES|6.142194494514582|
47443|||YES
47444|YES|17.60438277143311|
47451|||YES
47453|||YES
47460|||YES
47464|||YES
47466|||YES
47468|||YES
47469|||YES
47470|||YES
47472|||YES
47482|||YES
47487|||YES
47488|YES|11.12912444126793|
47489|||YES
47490|||YES
47491|||YES
47493|YES|12.673571045286483|YES
47494|||YES
47499|||YES
47501|||YES
47505|||YES
47516|||YES
47518|||YES
47521|||YES
47522|||YES
47536|||YES
47543|||YES
47545|YES|8.709242134895511|
47547|YES|33.63247501909659|
47550|YES|5.112684571016091|YES
47551|||YES
47556|YES|17.465350793326653|
47562|||YES
47563|||YES
47565|||YES
47566|||YES
47571|YES|35.75797073001999|
47578|||YES
47582|||YES
47583|||YES
47589|||YES
47592|YES|12.623420852429746|
47594|YES|20.74898922295145|YES
47608|||YES
47609|||YES
47615|YES|30.79556226059248|
47622|YES|31.42941429377071|YES
47625|YES|35.53284283097578|
47630|||YES
47632|||YES
47634|YES|33.23953924360413|
47638|||YES
47644|||YES
47647|YES|27.834651886992308|
47649|||YES
47665|||YES
47666|||YES
47669|||YES
47674|||YES
47678|YES|25.29742747998453|YES
47681|||YES
47685|||YES
47688|||YES
47689|||YES
47692|||YES
47695|||YES
47703|YES|21.321199448272463|
47705|||YES
47706|||YES
47717|YES|15.885333446593945|YES
47720|||YES
47722|YES|32.94702469552812|YES
47725|||YES
47726|||YES
47727|||YES
47736|||YES
47741|||YES
47742|||YES
47750|||YES
47755|YES|29.368415223097124|
47757|||YES
47760|||YES
47761|YES|28.71914962111208|
47762|YES|34.96911457438131|
47763|||YES
47765|YES|27.385821452744928|YES
47766|YES|24.098089558735214|
47767|YES|8.049571831264185|
47773|||YES
47778|YES|33.63774608962427|
47781|||YES
47784|||YES
47786|||YES
47793|||YES
47797|YES|5.714057452118058|
47798|||YES
47813|||YES
47815|||YES
47821|YES|6.399950602380142|
47824|YES|8.634621310946528|
47826|YES|25.48186788990776|
47830|||YES
47837|YES|33.356920647601264|
47840|||YES
47846|||YES
47853|||YES
47855|||YES
47858|||YES
47865|||YES
47871|||YES
47873|||YES
47880|||YES
47881|||YES
47882|YES|32.018541093574875|
47883|||YES
47887|||YES
47891|YES|24.13113815835888|
47894|||YES
47895|||YES
47900|||YES
47902|||YES
47903|YES|21.881458340647875|
47905|||YES
47919|||YES
47928|||YES
47929|||YES
47944|YES|5.260904572178832|YES
47946|YES|35.229517496255994|
47948|||YES
47950|YES|35.24821476208496|
47951|||YES
47960|||YES
47963|||YES
47965|YES|15.148240225641768|
47970|YES|26.843583448765674|
47971|||YES
47977|||YES
47984|YES|14.841161770205176|
47985|||YES
47987|||YES
47993|YES|32.707790121590435|
48000|||YES
48001|||YES
48003|||YES
48006|YES|33.1900047831174|
48011|||YES
48014|||YES
48023|||YES
48026|||YES
48036|||YES
48037|||YES
48042|||YES
48044|||YES
48045|||YES
48048|||YES
48054|YES|12.5793957648631|
48058|||YES
48061|YES|15.341350300447376|
48062|YES|22.822811809158893|
48066|||YES
48067|||YES
48070|YES|18.39373489733912|
48074|||YES
48076|||YES
48085|||YES
48099|||YES
48104|||YES
48105|||YES
48106|||YES
48118|||YES
48119|YES|13.106609371381646|
48127|||YES
48130|||YES
48133|||YES
48136|||YES
48137|YES|12.676805389358627|
48139|||YES
48142|YES|12.214157016662366|
48146|||YES
48151|||YES
48155|||YES
48159|||YES
48161|||YES
48165|||YES
48171|YES|7.259028947247994|YES
48174|||YES
48175|||YES
48177|||YES
48178|||YES
48185|||YES
48188|||YES
48192|YES|36.21486711510251|
48196|YES|17.684284338628643|
48197|||YES
48200|||YES
48205|||YES
48208|YES|36.79259982578036|
48210|YES|33.42033169697121|YES
48213|||YES
48221|YES|12.723759929803894|
48222|||YES
48231|||YES
48238|||YES
48241|YES|23.423364786201983|
48242|||YES
48246|||YES
48249|||YES
48250|||YES
48257|YES|10.741550744754937|
48275|YES|6.541770406739037|
48279|||YES
48281|YES|7.737154653949269|
48283|||YES
48291|||YES
48292|||YES
48298|YES|27.05981724504898|YES
48310|YES|12.261307137053812|
48311|||YES
48312|||YES
48314|||YES
48324|||YES
48327|||YES
48330|||YES
48346|||YES
48349|||YES
48352|||YES
48354|||YES
48355|||YES
48356|YES|32.303283329376725|YES
48357|YES|38.515603655085|
48364|||YES
48368|||YES
48378|YES|32.82284012371052|
48380|||YES
48383|YES|30.967767751600828|YES
48384|||YES
48388|||YES
48389|||YES
48394|||YES
48398|YES|35.62357183304765|
48401|||YES
48404|YES|19.853717206637818|
48408|YES|19.56593931410769|
48411|||YES
48412|||YES
48424|||YES
48432|||YES
48445|YES|30.2297319100596|
48451|||YES
48464|||YES
48466|||YES
48467|||YES
48472|YES|7.0583383443057786|
48477|||YES
48479|YES|36.06308680019545|
48482|||YES
48485|||YES
48487|||YES
48492|||YES
48493|||YES
48494|||YES
48506|||YES
48513|||YES
48514|YES|24.872027632431607|
48515|||YES
48519|||YES
48525|||YES
48526|||YES
48527|YES|20.84811818690938|
48528|||YES
48529|||YES
48531|||YES
48538|||YES
48539|YES|8.719006293074166|
48544|YES|11.390655717929635|
48550|||YES
48557|||YES
48562|||YES
48567|||YES
48569|YES|37.0233185197622|YES
48571|||YES
48574|YES|18.415134335588426|YES
48577|||YES
48585|||YES
48587|YES|35.632163677279266|
48591|||YES
48592|||YES
48595|YES|21.903804151145888|
48596|YES|36.31045588214232|
48605|YES|14.39676296816162|
48608|||YES
48613|||YES
48615|||YES
48617|||YES
48628|YES|24.417668144482786|
48629|||YES
48630|YES|25.563499763328394|YES
48632|||YES
48634|||YES
48639|||YES
48645|||YES
48646|YES|23.433538845158008|
48648|||YES
48662|||YES
48665|||YES
48670|||YES
48675|YES|12.259761876240061|YES
48686|||YES
48687|||YES
48688|||YES
48691|||YES
48693|||YES
48694|||YES
48698|||YES
48702|||YES
48705|||YES
48716|||YES
48717|YES|37.52835651843103|
48719|||YES
48722|||YES
48726|||YES
48730|||YES
48731|YES|23.777020913244357|
48732|YES|15.94647575235732|
48734|||YES
48738|YES|8.754933176524508|
48740|||YES
48742|||YES
48748|||YES
48756|||YES
48762|YES|37.45580856388176|
48769|||YES
48771|||YES
48772|YES|26.40128563501693|
48775|||YES
48777|||YES
48778|YES|20.338703305158926|
48780|||YES
48787|||YES
48790|YES|31.009611211619223|
48798|||YES
48799|YES|37.508365174036754|YES
48800|||YES
48802|||YES
48805|||YES
48808|||YES
48813|||YES
48815|||YES
48823|||YES
48829|||YES
48831|YES|6.1966299565300895|
48835|||YES
48839|||YES
48847|YES|36.19300299364568|
48850|||YES
48861|YES|37.468503239429204|
48864|||YES
48867|||YES
48869|YES|19.303407854286828|
48870|||YES
48873|YES|38.48838621169312|
48875|||YES
48878|||YES
48884|||YES
48888|YES|28.690216893323804|YES
48891|YES|32.35122592184142|YES
48893|||YES
48895|YES|16.736674240515242|
48901|YES|37.80213324384778|
48906|YES|14.865032840542257|
48908|||YES
48910|||YES
48914|||YES
48924|||YES
48929|||YES
48941|||YES
48945|YES|16.83950058805572|
48947|||YES
48951|||YES
48952|YES|26.506801545423684|
48958|||YES
48962|||YES
48963|||YES
48971|YES|35.18519888095756|
48972|YES|12.232354175748675|
48978|||YES
48980|||YES
48995|||YES
48999|||YES
49000|||YES
49001|YES|31.012941407647265|
49005|||YES
49007|YES|22.876931767216462|
49011|YES|19.69982731100185|
49020|||YES
49022|||YES
49030|||YES
49032|YES|18.39812953227118|YES
49033|YES|6.330438058216053|
49036|||YES
49042|||YES
49047|||YES
49048|YES|28.081234236939483|
49049|YES|31.10367571179459|
49051|||YES
49052|YES|18.240276624729887|YES
49054|||YES
49057|||YES
49061|||YES
49064|||YES
49067|||YES
49071|||YES
49079|||YES
49083|YES|38.39380188565361|YES
49085|||YES
49087|YES|13.067529784695564|YES
49091|||YES
49095|||YES
49102|||YES
49111|||YES
49115|YES|24.109200334686214|
49116|||YES
49123|||YES
49125|YES|30.728790224396377|
49132|||YES
49133|||YES
49134|YES|14.474275090818574|
49135|||YES
49138|YES|35.67848353523204|
49139|||YES
49149|||YES
49153|||YES
49155|||YES
49158|||YES
49161|||YES
49163|||YES
49166|YES|28.532009680442638|YES
49168|||YES
49172|YES|16.57476505684295|YES
49174|||YES
49176|||YES
49180|YES|37.01990861455397|YES
49181|||YES
49195|||YES
49196|YES|18.162742545018986|
49204|YES|27.312677590846953|
49207|||YES
49217|YES|32.19578457275273|YES
49227|||YES
49231|||YES
49249|YES|27.652023073026253|YES
49250|YES|5.915497924113039|
49256|||YES
49257|||YES
49258|YES|31.517350728986692|
49259|||YES
49260|||YES
49262|||YES
49271|||YES
49278|||YES
49281|YES|39.96236289734775|
49282|||YES
49287|YES|32.97681743444284|
49288|YES|22.19556323200107|
49290|||YES
49291|||YES
49298|||YES
49299|YES|20.413030605119086|
49304|YES|9.947877549111274|
49315|YES|14.989883546293207|YES
49316|||YES
49319|||YES
49321|||YES
49322|||YES
49327|YES|39.82277758033508|
49331|YES|16.4620927852772|YES
49332|||YES
49335|||YES
49340|YES|11.579695385922545|
49348|YES|5.123041563941639|
49359|||YES
49360|||YES
49364|YES|22.313049917223587|
49365|YES|39.99012757736188|
49366|||YES
49371|YES|37.485323481984686|
49383|||YES
49387|||YES
49390|||YES
49391|YES|27.468076748717564|
49397|YES|6.613606000633075|
49398|YES|13.815730378350494|
49403|YES|11.894001458946516|
49405|||YES
49409|||YES
49411|YES|26.10879308220993|
49413|||YES
49418|||YES
49419|||YES
49424|||YES
49428|YES|25.744218432196487|YES
49440|YES|13.41206473386643|
49446|||YES
49447|||YES
49448|||YES
49456|YES|39.31534043687585|
49457|||YES
49458|YES|20.258981978274672|YES
49461|||YES
49462|||YES
49463|||YES
49464|YES|23.336528332247372|
49465|YES|36.150066342052064|
49473|YES|21.69958775277416|
49474|||YES
49475|||YES
49479|||YES
49482|||YES
49483|||YES
49484|||YES
49489|||YES
49491|||YES
49493|||YES
49494|||YES
49496|||YES
49505|YES|15.652618081121672|
49506|YES|11.081673263289169|
49508|YES|28.00132132600557|
49516|YES|21.018388963020826|
49517|YES|38.970787716552|
49522|||YES
49524|||YES
49525|||YES
49526|||YES
49529|||YES
49531|YES|5.730158079380527|
49538|YES|22.802686274758077|
49539|||YES
49544|||YES
49550|||YES
49558|||YES
49561|YES|11.720590992013266|
49564|||YES
49566|||YES
49573|||YES
49580|||YES
49582|||YES
49583|||YES
49584|||YES
49589|||YES
49590|||YES
49594|||YES
49596|YES|21.801481637857567|
49601|||YES
49602|YES|38.874140073130654|
49603|||YES
49606|||YES
49610|||YES
49611|||YES
49613|YES|29.5500326066574|
49618|YES|33.7825434747743|YES
49627|YES|32.239512770988924|
49633|||YES
49635|||YES
49640|||YES
49641|||YES
49642|||YES
49644|YES|26.334490438746066|
49648|||YES
49650|||YES
49652|||YES
49653|||YES
49654|||YES
49656|YES|13.43212767576912|YES
49657|||YES
49658|||YES
49670|||YES
49671|||YES
49674|||YES
49677|||YES
49678|YES|10.084171053462217|
49683|||YES
49686|||YES
49700|YES|27.974151094793392|YES
49701|||YES
49707|||YES
49708|||YES
49712|||YES
49716|||YES
49717|||YES
49719|||YES
49722|||YES
49727|||YES
49732|||YES
49740|YES|13.878584229111967|
49745|||YES
49749|||YES
49755|||YES
49757|||YES
49758|||YES
49760|||YES
49761|YES|26.761854487607746|YES
49763|||YES
49766|||YES
49768|||YES
49776|YES|32.640571211955326|YES
49778|YES|20.04015827050561|
49780|YES|10.149306015385053|YES
49782|YES|16.694727944431413|
49784|||YES
49788|||YES
49789|||YES
49790|||YES
49792|YES|30.764292825112467|
49794|YES|36.15049402933097|
49803|||YES
49804|||YES
49816|YES|36.66855942343128|
49817|||YES
49819|YES|39.73175622722335|
49821|||YES
49822|||YES
49830|||YES
49834|YES|38.5875221571986|
49836|||YES
49837|||YES
49839|||YES
49844|||YES
49846|YES|33.720232293465635|
49858|||YES
49861|||YES
49864|||YES
49867|||YES
49868|||YES
49869|||YES
49881|||YES
49898|||YES
49900|||YES
49902|||YES
49905|||YES
49912|||YES
49922|YES|35.26182039762694|
49925|||YES
49933|YES|5.542831922173576|
49935|YES|26.32457640505572|
49936|||YES
49937|||YES
49944|||YES
49952|YES|37.17699894455073|
49954|||YES
49957|||YES
49958|||YES
49960|YES|16.34223591479619|
49962|||YES
49966|||YES
49968|||YES
50011|YES|19.0210539799892|
50012|YES|22.681762757296195|
50021|||YES
50023|||YES
50027|||YES
50030|||YES
50034|||YES
50035|||YES
50037|||YES
50038|YES|21.561766687969765|
50040|YES|10.579285314894186|
50043|||YES
50051|||YES
50060|YES|18.192196884954733|
50063|||YES
50069|||YES
50070|||YES
50079|||YES
50080|||YES
50083|||YES
50088|||YES
50089|||YES
50090|||YES
50091|||YES
50094|YES|6.436082355177188|
50103|||YES
50113|||YES
50115|YES|34.39462707385447|YES
50116|||YES
50121|||YES
50123|YES|27.067682968490786|
50125|||YES
50128|||YES
50130|||YES
50132|YES|19.943008611275054|
50133|||YES
50136|||YES
50144|||YES
50146|||YES
50150|||YES
50151|||YES
50156|YES|10.597038444746264|
50160|YES|18.003265445374332|YES
50164|||YES
50170|||YES
50172|||YES
50174|||YES
50186|YES|13.444881925681047|
50198|||YES
50202|||YES
50206|||YES
50208|||YES
50210|YES|37.20475231401754|
50215|||YES
50216|YES|18.466547286318324|
50220|YES|13.748790934998732|
50224|YES|38.520889566511386|YES
50230|||YES
50231|||YES
50241|YES|36.121392147190825|
50249|||YES
50255|||YES
50256|||YES
50257|||YES
50261|||YES
50263|||YES
50264|||YES
50267|YES|7.44256621960765|
50271|||YES
50274|||YES
50275|||YES
50278|||YES
50288|||YES
50289|||YES
50292|||YES
50293|||YES
50296|||YES
50297|||YES
50302|||YES
50304|||YES
50306|||YES
50322|||YES
50332|YES|33.468579846163586|
50333|||YES
50336|YES|38.492278156419694|
50337|||YES
50341|YES|25.985675639788102|
50344|||YES
50345|||YES
50349|||YES
50356|||YES
50359|YES|6.326907996523894|
50361|||YES
50365|YES|6.868451345956374|YES
50366|||YES
50367|||YES
50370|||YES
50386|||YES
50392|||YES
50408|||YES
50409|YES|11.220846675963301|YES
50411|YES|39.38934661481257|
50418|YES|9.155113924927463|
50422|||YES
50424|||YES
50427|||YES
50436|||YES
50438|YES|12.346096292593884|YES
50444|||YES
50445|YES|36.568313495288024|
50454|||YES
50459|YES|19.752420617268832|
50463|||YES
50465|||YES
50470|||YES
50472|YES|7.518581452583697|YES
50473|||YES
50474|||YES
50475|||YES
50477|YES|19.3771312083909|
50483|YES|18.93579784624421|YES
50484|YES|20.47919553169863|YES
50486|YES|14.742246152923286|
50490|YES|26.49991250299788|
50495|YES|39.63315285307153|
50499|||YES
50500|||YES
50501|||YES
50503|||YES
50515|||YES
50517|||YES
50527|||YES
50530|YES|12.928112680280636|
50539|||YES
50540|||YES
50541|||YES
50543|||YES
50544|||YES
50548|YES|8.181424326566772|
50549|||YES
50551|||YES
50552|||YES
50553|YES|14.650000583987387|
50567|||YES
50570|||YES
50583|||YES
50590|||YES
50594|||YES
50595|||YES
50605|YES|25.41278180440241|
50611|YES|30.33974940621173|
50618|YES|8.314618352017119|
50619|||YES
50624|||YES
50627|||YES
50629|YES|29.81488094148925|
50630|||YES
50632|YES|36.89018990690487|
50633|YES|15.545090078759866|
50637|||YES
50648|YES|26.65057978295277|
50653|||YES
50657|||YES
50658|YES|6.4621726799933645|
50661|||YES
50663|||YES
50674|||YES
50675|||YES
50677|||YES
50678|||YES
50682|||YES
50686|YES|21.378023693478106|
50689|YES|10.374662623272739|
50690|YES|9.968315081101787|
50691|||YES
50694|YES|11.745809783793865|
50695|||YES
50696|||YES
50705|||YES
50710|||YES
50711|||YES
50715|||YES
50716|||YES
50718|||YES
50726|YES|13.683360178358765|
50734|||YES
50738|||YES
50750|YES|15.706582297104983|YES
50756|||YES
50760|||YES
50762|||YES
50766|||YES
50773|||YES
50776|YES|32.269029826702216|
50779|||YES
50780|||YES
50781|||YES
50782|||YES
50783|||YES
50790|||YES
50791|||YES
50799|||YES
50807|YES|34.120032948465834|
50819|YES|15.2461955440946|
50822|||YES
50826|||YES
50829|||YES
50831|YES|31.804746444452032|
50841|YES|39.243454371128614|
50845|YES|19.764635896298834|
50850|YES|39.20899760613949|
50855|||YES
50866|YES|8.356535863825924|
50869|YES|13.443535397762975|
50873|||YES
50876|||YES
50881|YES|6.609268005314807|
50882|YES|17.864187112096765|
50887|||YES
50888|||YES
50898|||YES
50903|||YES
50909|||YES
50910|||YES
50923|||YES
50929|||YES
50930|||YES
50933|YES|5.828388364766253|YES
50935|||YES
50936|||YES
50939|||YES
50941|||YES
50944|||YES
50954|YES|9.837805841916657|YES
50957|||YES
50960|||YES
50961|||YES
50966|||YES
50971|||YES
50977|||YES
50985|YES|18.922616009041022|
50988|||YES
50990|||YES
50991|||YES
50998|YES|27.18230548600192|
51000|YES|23.863663450171146|
51003|||YES
51006|||YES
51009|||YES
51012|||YES
51019|||YES
51025|||YES
51027|YES|12.24846219245374|
51032|||YES
51034|||YES
51035|||YES
51036|||YES
51040|||YES
51052|||YES
51054|||YES
51056|||YES
51059|||YES
51063|||YES
51064|||YES
51067|||YES
51070|||YES
51072|||YES
51079|||YES
51089|||YES
51091|||YES
51093|||YES
51095|||YES
51096|||YES
51099|||YES
51113|||YES
51114|YES|17.871048654195107|
51115|||YES
51117|||YES
51118|||YES
51120|||YES
51121|YES|8.10142208120461|
51126|YES|35.91260747248228|
51133|||YES
51134|||YES
51135|||YES
51143|||YES
51144|||YES
51147|YES|22.37157211504965|
51151|||YES
51156|||YES
51158|YES|6.081425877617015|
51159|YES|13.131920201299431|YES
51160|||YES
51162|||YES
51165|||YES
51171|||YES
51176|||YES
51179|||YES
51185|YES|13.103560237413053|
51186|||YES
51188|YES|25.839651438394288|
51192|YES|21.553944130010557|YES
51197|YES|14.118969167785911|
51201|YES|23.468227396988983|
51202|YES|9.961248153235996|YES
51213|||YES
51216|||YES
51217|YES|19.18189735478613|YES
51221|||YES
51227|||YES
51228|||YES
51232|||YES
51233|||YES
51240|||YES
51243|||YES
51255|||YES
51258|YES|32.68613533286671|
51259|||YES
51266|||YES
51267|||YES
51271|||YES
51273|||YES
51274|||YES
51276|||YES
51277|YES|21.3926218868997|
51278|||YES
51280|||YES
51281|||YES
51282|||YES
51283|||YES
51286|||YES
51295|||YES
51300|YES|30.791276169889397|
51301|YES|38.980221952988074|YES
51307|||YES
51311|YES|33.069446923814795|YES
51316|YES|22.257039468432183|YES
51326|||YES
51328|||YES
51333|YES|35.913031893360156|
51338|YES|13.61415376657789|
51339|||YES
51341|||YES
51354|||YES
51355|||YES
51365|||YES
51366|YES|16.401439135907008|
51369|||YES
51370|||YES
51375|||YES
51376|||YES
51377|YES|10.610862509540429|
51384|||YES
51394|||YES
51397|||YES
51403|||YES
51404|||YES
51409|||YES
51410|||YES
51414|YES|24.24341810665855|
51416|YES|21.532511207328373|
51417|||YES
51420|YES|36.535207466523005|
51421|YES|16.753597076415602|
51435|YES|6.953527353744298|YES
51437|||YES
51438|||YES
51440|YES|36.79916485349047|
51442|YES|33.582132349522674|
51444|YES|22.2170228097534|YES
51447|||YES
51455|YES|36.3815765075936|
51462|||YES
51471|||YES
51478|||YES
51479|||YES
51481|||YES
51482|||YES
51487|||YES
51492|||YES
51493|||YES
51494|||YES
51499|||YES
51500|||YES
51503|YES|7.531135407183447|
51504|||YES
51512|YES|23.578989361345602|
51513|YES|22.12845418018076|YES
51514|||YES
51521|YES|20.532126267775947|YES
51528|||YES
51529|||YES
51535|||YES
51537|||YES
51541|||YES
51543|||YES
51545|||YES
51547|||YES
51552|||YES
51559|||YES
51564|YES|10.953683821116329|YES
51571|||YES
51578|||YES
51583|YES|9.415320092968667|
51584|||YES
51592|YES|24.205047112952442|
51594|||YES
51596|||YES
51601|||YES
51606|||YES
51609|||YES
51612|||YES
51618|||YES
51626|||YES
51629|||YES
51630|||YES
51632|||YES
51637|||YES
51640|YES|9.118849555833338|
51641|||YES
51643|||YES
51655|YES|37.61195469638432|
51659|||YES
51661|||YES
51675|||YES
51677|||YES
51678|||YES
51684|||YES
51691|||YES
51692|||YES
51694|YES|12.010842981018882|
51695|YES|11.285507484988713|
51698|YES|21.35947389084236|
51710|YES|17.776676530717054|
51712|YES|28.34521818266737|
51715|YES|6.123288525308667|
51717|||YES
51721|||YES
51732|||YES
51735|||YES
51738|||YES
51739|||YES
51746|YES|38.9714891075693|YES
51749|||YES
51750|||YES
51755|||YES
51756|||YES
51761|YES|9.367833690519577|
51767|||YES
51772|||YES
51778|YES|25.10645690159988|
51781|||YES
51782|||YES
51788|YES|13.485882935131588|YES
51789|YES|35.01416682769822|
51795|YES|38.582553577045424|YES
51799|YES|5.824009701305328|
51803|||YES
51810|||YES
51820|||YES
51831|||YES
51835|||YES
51838|||YES
51839|||YES
51845|||YES
51846|||YES
51849|||YES
51852|||YES
51853|||YES
51857|||YES
51861|YES|18.057500171960584|
51863|||YES
51866|||YES
51873|||YES
51884|||YES
51887|||YES
51889|||YES
51890|||YES
51921|YES|24.265690548744733|
51924|||YES
51925|||YES
51929|||YES
51931|YES|38.39835775519482|YES
51941|||YES
51949|YES|14.857504946906932|
51956|||YES
51962|||YES
51963|YES|12.942102760508769|
51965|||YES
51968|||YES
51971|||YES
51975|YES|12.6076366584166|
51979|||YES
51981|YES|21.88368485551751|
52001|||YES
52006|||YES
52008|||YES
52009|||YES
52010|||YES
52015|||YES
